Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
44,Fatmata Janneh,29,29.0,973,33.6,203,473,0.429,37,129,0.287,85,114,0.746,528,18.2,53,282,335,11.6,95,70,109,50,24
15,Layla Laws,6,6.0,183,30.5,22,60,0.367,3,13,0.231,7,12,0.583,54,9.0,2,22,24,4.0,11,6,17,16,1
00,Laila Grant,30,28.0,958,31.9,76,245,0.31,54,173,0.312,28,32,0.875,234,7.8,19,76,95,3.2,52,40,46,23,1
13,De'Naya Rippey,30,6.0,566,18.9,67,178,0.376,15,51,0.294,53,104,0.51,202,6.7,69,76,145,4.8,34,20,46,17,3
01,Nikola Zdenkova,30,29.0,918,30.6,66,199,0.332,52,163,0.319,2,2,1.0,186,6.2,5,25,30,1.0,31,34,27,9,2
25,Linda Amaning,29,19.0,602,20.8,67,148,0.453,2,8,0.25,18,28,0.643,154,5.3,57,50,107,3.7,80,23,40,29,12
03,Louella Allana,30,30.0,1094,36.5,47,179,0.263,30,123,0.244,1,2,0.5,125,4.2,17,65,82,2.7,46,170,70,42,3
05,Maya Hyacienth,28,1.0,420,15.0,16,67,0.239,11,47,0.234,17,25,0.68,60,2.1,14,28,42,1.5,36,22,21,9,2
12,Emily O'Connell,24,0.0,122,5.1,10,33,0.303,6,19,0.316,0,0,0.0,26,1.1,3,8,11,0.5,9,8,14,0,0
06,Maria Andorinho,27,2.0,114,4.2,4,13,0.308,0,3,0.0,8,10,0.8,16,0.6,5,12,17,0.6,10,1,9,3,0
02,Iyanna Cotten,13,0.0,18,1.4,4,7,0.571,0,1,0.0,0,0,0.0,8,0.6,0,0,0,0.0,7,1,1,0,0
23,Lara Aguzzi,11,0.0,17,1.5,1,2,0.5,0,1,0.0,0,0,0.0,2,0.2,0,2,2,0.2,1,1,1,1,0
07,Jineen Ayyash,11,0.0,15,1.4,1,5,0.2,0,3,0.0,0,0,0.0,2,0.2,1,1,2,0.2,2,0,5,0,0
