#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
14,"Haskell, Dani  14 Haskell, Dani",31,31.0,981,31.6,146,397,0.368,66,220,0.3,87,99,0.879,445,14.4,25,98,123,4.0,59,91,98,42,2,View Bio
23,"Joseph, Erika 23 Joseph, Erika",30,30.0,1020,34.0,91,276,0.33,47,140,0.336,28,45,0.622,257,8.6,28,57,85,2.8,60,40,56,14,4,View Bio
12,"Lexa, Athina  12 Lexa, Athina",29,14.0,673,23.2,95,221,0.43,32,93,0.344,27,38,0.711,249,8.6,15,63,78,2.7,50,30,78,18,3,View Bio
00,"Brown, Shaunae 00 Brown, Shaunae",31,31.0,904,29.2,89,254,0.35,45,129,0.349,19,33,0.576,242,7.8,18,55,73,2.4,38,69,71,19,1,View Bio
24,"Stubbs, Cheyenne  24 Stubbs, Cheyenne",31,1.0,587,18.9,54,155,0.348,30,82,0.366,21,26,0.808,159,5.1,15,53,68,2.2,31,31,44,36,3,View Bio
02,"Gattozzi, Lydia  02 Gattozzi, Lydia",31,1.0,506,16.3,51,140,0.364,11,43,0.256,37,52,0.712,150,4.8,22,38,60,1.9,32,15,49,8,3,View Bio
21,"Jackson, Kayla  21 Jackson, Kayla",26,22.0,475,18.3,46,100,0.46,0,2,0.0,27,58,0.466,119,4.6,58,114,172,6.6,63,15,37,26,9,View Bio
05,"Vaatanen, Ella  05 Vaatanen, Ella",31,25.0,604,19.5,36,130,0.277,20,70,0.286,8,20,0.4,100,3.2,29,52,81,2.6,62,12,45,17,34,
33,"Porter, Rhay  33 Porter, Rhay",30,0.0,482,16.1,31,61,0.508,0,1,0.0,10,30,0.333,72,2.4,56,103,159,5.3,80,11,40,17,43,View Bio
13,"Karatasiou, Xanthippi 13 Karatasiou, Xanthippi",2,0.0,18,9.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,0.5,4,0,2,1,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,68,59,127,4.1,0,0,36,0,0,
,Total,31,,6250,201.6,639,1734,0.369,251,780,0.322,264,401,0.658,1793,57.84,334,693,1027,33.1,479,314,556,198,102,
,Opponents,31,,6250,201.6,821,1890,0.434,150,526,0.285,334,490,0.682,2126,68.58,419,797,1216,39.2,462,425,439,239,105,
