#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
01,"Davis, Dee Dee  01 Davis, Dee Dee",31,30.0,1007,32.5,159,451,0.353,32,118,0.271,126,198,0.636,476,15.4,55,179,234,7.5,78,91,124,74,3,View Bio
25,"Juric, Petra  25 Juric, Petra",24,21.0,656,27.3,98,175,0.56,0,4,0.0,59,72,0.819,255,10.6,80,88,168,7.0,36,24,55,30,21,View Bio
05,"Nascimento, Bella  05 Nascimento, Bella",31,13.0,655,21.1,116,345,0.336,36,128,0.281,28,37,0.757,296,9.5,16,51,67,2.2,30,34,50,37,8,View Bio
03,"Harvey-Carr, Brazil  03 Harvey-Carr, Brazil",26,22.0,606,23.3,85,271,0.314,41,129,0.318,28,33,0.848,239,9.2,35,70,105,4.0,55,43,85,24,8,View Bio
20,"Blagrove, Jade  20 Blagrove, Jade",32,30.0,786,24.6,65,183,0.355,5,21,0.238,46,59,0.78,181,5.7,53,117,170,5.3,96,34,67,29,21,View Bio
00,"Dodson, Narrie  00 Dodson, Narrie",25,3.0,449,18.0,56,122,0.459,0,2,0.0,21,38,0.553,133,5.3,45,54,99,4.0,37,12,31,18,16,View Bio
11,"LaPointe, Emily  11 LaPointe, Emily",33,16.0,670,20.3,39,149,0.262,10,48,0.208,19,26,0.731,107,3.2,45,57,102,3.1,37,50,50,27,7,View Bio
13,"Galunic, Helena  13 Galunic, Helena",32,2.0,400,12.5,42,102,0.412,0,4,0.0,17,27,0.63,101,3.2,44,42,86,2.7,40,17,30,17,1,View Bio
12,"Öztürk, Leyla  12 Öztürk, Leyla",29,15.0,558,19.2,35,101,0.347,0,3,0.0,17,26,0.654,87,3.0,27,42,69,2.4,62,26,22,12,40,View Bio
02,"Bair, Anne  02 Bair, Anne",33,10.0,539,16.3,11,57,0.193,2,27,0.074,34,45,0.756,58,1.8,15,44,59,1.8,43,42,39,26,1,View Bio
21,"Katsamouri, Christina  21 Katsamouri, Christina",28,2.0,291,10.4,17,51,0.333,0,1,0.0,7,7,1.0,41,1.5,28,39,67,2.4,29,12,20,15,9,View Bio
04,"Ruiz Garcia, Gemma  04 Ruiz Garcia, Gemma",5,1.0,8,1.6,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,1,1,0,View Bio
TM,Team  TM Team,33,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,76,60,136,4.1,0,0,19,0,0,
,Total,33,,6625,200.8,723,2007,0.36,126,485,0.26,402,568,0.708,1974,59.82,519,843,1362,41.3,543,385,593,310,135,
,Opponents,33,,6625,200.8,701,1843,0.38,183,610,0.3,362,511,0.708,1947,59.0,341,791,1132,34.3,580,375,600,294,96,
