#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
25,"Kelly, Ashlee  25 Kelly, Ashlee",1,1.0,31,31.0,8,10,0.8,0,0,0.0,8,9,0.889,24,24.0,8,6,14,14.0,3,2,4,2,0,
14,"Esidore, Sara  14 Esidore, Sara",1,1.0,37,37.0,9,19,0.474,0,4,0.0,1,1,1.0,19,19.0,3,2,5,5.0,2,3,2,2,0,
05,"Keilty, Katie  05 Keilty, Katie",1,1.0,34,34.0,5,14,0.357,2,4,0.5,3,7,0.429,15,15.0,3,4,7,7.0,3,1,1,2,0,
20,"Rooney, Megan  20 Rooney, Megan",1,0.0,23,23.0,5,9,0.556,0,0,0.0,4,4,1.0,14,14.0,1,1,2,2.0,3,2,3,1,0,
15,"Smith, Shrita  15 Smith, Shrita",1,1.0,10,10.0,0,2,0.0,0,0,0.0,2,4,0.5,2,2.0,0,3,3,3.0,4,1,1,0,1,
44,"Mccaig, Tara  44 Mccaig, Tara",1,0.0,6,6.0,1,2,0.5,0,0,0.0,0,0,0.0,2,2.0,0,1,1,1.0,2,0,1,0,0,
03,"Ridley, Helen  03 Ridley, Helen",1,0.0,3,3.0,1,1,1.0,0,0,0.0,0,0,0.0,2,2.0,0,1,1,1.0,0,0,1,0,0,
32,"Smith, Megan  32 Smith, Megan",1,0.0,9,9.0,1,2,0.5,0,0,0.0,0,0,0.0,2,2.0,1,1,2,2.0,2,0,1,0,0,
10,"Cassidy, Kara  10 Cassidy, Kara",1,1.0,25,25.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0.0,0,0,0,0.0,1,6,2,2,0,
23,"Fitzpatrick, Kim  23 Fitzpatrick, Kim",1,0.0,15,15.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,1,4,4,1,0,
12,"Perrincarpenter, Kasi  12 Perrincarpenter, Kasi",1,0.0,7,7.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,1.0,1,1,2,0,0,
TM,Team  TM Team,1,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,5,3,8,8.0,0,0,0,0,0,
,Total,1,,200,200.0,30,63,0.476,2,11,0.182,18,25,0.72,80,80.0,21,23,44,44.0,22,20,22,10,1,
,Opponents,1,,200,200.0,22,56,0.393,3,14,0.214,17,24,0.708,64,64.0,9,17,26,26.0,25,15,23,8,2,
