Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
05,Aaliyah Parker,29,29.0,829,28.6,184,458,0.402,17,79,0.215,106,135,0.785,491,16.9,101,121,222,7.7,101,56,77,106,20
11,Angel Parker,29,27.0,787,27.1,151,449,0.336,43,153,0.281,111,157,0.707,456,15.7,33,84,117,4.0,76,95,127,91,4
12,Nickelle O'Neil,29,29.0,684,23.6,64,189,0.339,23,82,0.28,17,35,0.486,168,5.8,48,44,92,3.2,63,45,51,74,4
30,Sydney Faulcon,30,1.0,330,11.0,67,127,0.528,0,0,0.0,24,33,0.727,158,5.3,47,53,100,3.3,42,5,31,7,9
14,Maddy Yelle,31,31.0,716,23.1,62,170,0.365,4,26,0.154,28,42,0.667,156,5.0,45,27,72,2.3,77,29,50,47,0
23,Jade Rutledge,27,24.0,649,24.0,47,141,0.333,0,1,0.0,32,62,0.516,126,4.7,32,57,89,3.3,95,21,42,35,35
25,Saige Glover,22,6.0,305,13.9,29,59,0.492,0,0,0.0,28,43,0.651,86,3.9,34,33,67,3.0,43,8,22,18,8
04,Ary Hicks,30,0.0,530,17.7,47,139,0.338,8,28,0.286,15,21,0.714,117,3.9,40,26,66,2.2,41,48,36,30,2
21,Lore Porter,25,2.0,295,11.8,28,92,0.304,20,63,0.317,8,11,0.727,84,3.4,16,14,30,1.2,34,9,18,9,1
02,Brooklyn Jones,28,2.0,453,16.2,35,109,0.321,7,39,0.179,13,20,0.65,90,3.2,28,37,65,2.3,31,18,36,22,0
03,Lexie Roe,10,0.0,59,5.9,8,20,0.4,5,14,0.357,0,0,0.0,21,2.1,1,2,3,0.3,6,2,1,3,0
10,Amelia Strong,22,0.0,173,7.9,12,45,0.267,0,0,0.0,12,18,0.667,36,1.6,23,11,34,1.5,29,4,27,4,1
01,Shelby Fiddler,24,0.0,187,7.8,9,56,0.161,9,47,0.191,0,0,0.0,27,1.1,5,10,15,0.6,11,14,10,8,0
20,Marlie Dickerson,30,4.0,278,9.3,8,41,0.195,0,8,0.0,7,16,0.438,23,0.8,13,17,30,1.0,21,9,16,18,0
