Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
20,Alexis Lewis,31,31.0,1079,34.8,178,442,0.403,75,199,0.377,63,86,0.733,494,15.9,100,158,258,8.3,74,42,59,57,10
01,Marina Lizarazu,30,27.0,1068,35.6,160,388,0.412,31,97,0.32,95,123,0.772,446,14.9,17,72,89,3.0,66,124,105,74,4
10,Karynda DuPree,31,29.0,982,31.7,130,293,0.444,0,1,0.0,67,95,0.705,327,10.5,58,177,235,7.6,97,35,91,21,54
22,Treyanna Clay,31,31.0,966,31.2,61,165,0.37,8,27,0.296,61,86,0.709,191,6.2,63,100,163,5.3,89,41,76,32,2
11,Philecia Atkins-Gilmore,26,8.0,482,18.5,51,169,0.302,35,120,0.292,19,27,0.704,156,6.0,13,80,93,3.6,43,31,38,32,3
33,Tori Lesko,31,18.0,802,25.9,49,111,0.441,0,2,0.0,21,57,0.368,119,3.8,49,72,121,3.9,73,68,65,26,4
23,Amelia Motz,25,6.0,377,15.1,19,70,0.271,2,13,0.154,11,12,0.917,51,2.0,21,32,53,2.1,39,20,18,3,0
34,Tilasha Okey-Williams,21,1.0,156,7.4,12,59,0.203,7,42,0.167,0,0,0.0,31,1.5,5,11,16,0.8,20,3,7,0,2
55,Iida Ahvenainen,7,0.0,38,5.4,2,9,0.222,1,5,0.2,0,0,0.0,5,0.7,1,2,3,0.4,4,1,3,0,1
03,Kristin Mahoney,24,2.0,207,8.6,5,31,0.161,3,16,0.188,1,2,0.5,14,0.6,4,10,14,0.6,12,16,17,0,0
04,Ashley Martin,10,2.0,43,4.3,0,5,0.0,0,0,0.0,2,2,1.0,2,0.2,1,2,3,0.3,1,3,7,1,0
