Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,30,,6050,201.7,607,1716,0.354,108,412,0.262,320,520,0.615,1642,54.73,384,743,1127,37.6,521,337,477,203,118
,Opponents,30,,6050,201.7,659,1719,0.383,120,393,0.305,409,561,0.729,1847,61.57,393,827,1220,40.7,519,363,462,230,117
