#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
10,"Goodchild, Kari  10 Goodchild, Kari",1,1.0,36,36.0,7,14,0.5,4,6,0.667,2,2,1.0,20,20.0,4,3,7,7.0,0,2,1,0,1,View Bio
31,"Kaminski, Courtney  31 Kaminski, Courtney",1,1.0,28,28.0,5,11,0.455,1,3,0.333,2,4,0.5,13,13.0,3,3,6,6.0,2,2,0,1,0,View Bio
15,"Barron, Felicia  15 Barron, Felicia",1,1.0,30,30.0,3,10,0.3,3,6,0.5,0,0,0.0,9,9.0,0,2,2,2.0,3,4,8,2,1,View Bio
21,"Dunbar, Jacinda  21 Dunbar, Jacinda",1,1.0,33,33.0,3,7,0.429,0,0,0.0,3,5,0.6,9,9.0,1,5,6,6.0,3,5,3,2,1,View Bio
51,"Mann, Jacki  51 Mann, Jacki",1,0.0,8,8.0,1,6,0.167,0,0,0.0,0,0,0.0,2,2.0,1,2,3,3.0,3,0,1,0,0,View Bio
12,"Pratt, Lailah  12 Pratt, Lailah",1,0.0,18,18.0,0,2,0.0,0,1,0.0,1,4,0.25,1,1.0,1,2,3,3.0,0,1,1,2,0,View Bio
35,"Sferra, Shelby  35 Sferra, Shelby",1,0.0,6,6.0,0,0,0.0,0,0,0.0,1,3,0.333,1,1.0,0,1,1,1.0,0,0,1,0,0,View Bio
22,"Cannon, Ellen  22 Cannon, Ellen",1,0.0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,2,0,0,View Bio
11,"Hill, Brittany  11 Hill, Brittany",1,0.0,12,12.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,View Bio
03,"Lebak, Lisa  03 Lebak, Lisa",1,0.0,2,2.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0.0,0,1,1,1.0,0,0,0,0,0,View Bio
TM,Team  TM Team,1,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,4,4,8,8.0,0,0,0,0,0,
,Total,1,,174,174.0,19,53,0.358,8,17,0.471,9,18,0.5,55,55.0,14,23,37,37.0,11,14,17,7,3,
,Opponents,1,,200,200.0,29,64,0.453,9,24,0.375,10,17,0.588,77,77.0,11,28,39,39.0,20,25,15,9,7,
