Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
10,Kate Mager,23,22.0,757,32.9,100,205,0.488,57,128,0.445,28,33,0.848,285,12.4,13,39,52,2.3,21,36,18,17,2
21,Mayson Kimball,26,26.0,808,31.1,115,342,0.336,40,138,0.29,42,65,0.646,312,12.0,26,76,102,3.9,54,46,86,25,12
20,Teneisia Brown,24,22.0,490,20.4,109,228,0.478,0,1,0.0,34,72,0.472,252,10.5,54,105,159,6.6,73,18,58,20,6
04,Carla Balague,26,4.0,517,19.9,81,172,0.471,13,41,0.317,16,20,0.8,191,7.3,19,68,87,3.3,44,16,48,10,8
01,Jayme DeCesare,26,25.0,872,33.5,59,154,0.383,31,84,0.369,33,44,0.75,182,7.0,32,115,147,5.7,46,113,50,28,0
22,Paige McCormick,26,26.0,633,24.3,63,167,0.377,4,28,0.143,20,30,0.667,150,5.8,38,87,125,4.8,63,26,51,21,5
05,Kaylee Thomas ,24,0.0,359,15.0,30,97,0.309,14,50,0.28,23,39,0.59,97,4.0,14,19,33,1.4,12,31,26,12,4
02,Diamond Christian ,23,5.0,386,16.8,29,81,0.358,10,36,0.278,22,31,0.71,90,3.9,18,27,45,2.0,28,42,34,26,2
14,Amaya Staton,17,0.0,182,10.7,26,59,0.441,0,1,0.0,4,7,0.571,56,3.3,15,29,44,2.6,35,4,15,6,8
03,Ava Owens,19,0.0,218,11.5,17,32,0.531,0,0,0.0,10,23,0.435,44,2.3,11,16,27,1.4,32,18,29,7,2
12,Alana Fursman,2,0.0,23,11.5,1,4,0.25,0,1,0.0,1,4,0.25,3,1.5,0,2,2,1.0,1,0,2,0,0
11,Jada Powell,5,0.0,25,5.0,1,6,0.167,0,0,0.0,2,6,0.333,4,0.8,1,6,7,1.4,5,0,3,0,1
15,Antoniette Okoh,5,0.0,5,1.0,1,3,0.333,0,0,0.0,0,2,0.0,2,0.4,1,2,3,0.6,2,0,0,0,0
