#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
23,"Carey, Kelsey  23 Carey, Kelsey",31,27.0,762,24.6,155,334,0.464,1,7,0.143,65,92,0.707,376,12.1,33,93,126,4.1,82,34,61,25,9,View Bio
21,"Smith, Casey  21 Smith, Casey",31,31.0,915,29.5,148,340,0.435,3,10,0.3,61,82,0.744,360,11.6,32,78,110,3.5,74,52,50,25,22,View Bio
40,"Schatzlein, Kristin  40 Schatzlein, Kristin",29,29.0,1036,35.7,116,305,0.38,62,180,0.344,34,40,0.85,328,11.3,22,108,130,4.5,42,86,67,34,8,View Bio
11,"Cooper, Samantha  11 Cooper, Samantha",29,29.0,992,34.2,85,256,0.332,37,118,0.314,53,79,0.671,260,9.0,52,177,229,7.9,56,59,49,16,13,View Bio
24,"Miller, Kristine  24 Miller, Kristine",31,2.0,507,16.4,69,114,0.605,0,0,0.0,39,55,0.709,177,5.7,33,54,87,2.8,51,12,25,13,13,View Bio
01,"Ball, Lizzy  01 Ball, Lizzy",31,31.0,1076,34.7,44,138,0.319,15,40,0.375,29,45,0.644,132,4.3,22,100,122,3.9,64,178,69,42,6,View Bio
12,"Orts, Helena  12 Orts, Helena",27,2.0,214,7.9,20,50,0.4,1,2,0.5,14,17,0.824,55,2.0,22,19,41,1.5,32,14,23,8,3,View Bio
15,"McLaughlin, Kristen  15 McLaughlin, Kristen",27,4.0,251,9.3,15,46,0.326,7,32,0.219,6,9,0.667,43,1.6,11,13,24,0.9,11,7,15,5,7,View Bio
14,"Foley, Casey  14 Foley, Casey",30,0.0,194,6.5,17,51,0.333,9,25,0.36,6,8,0.75,49,1.6,8,19,27,0.9,36,8,20,12,0,View Bio
13,"Diouf, Khadidiatou  13 Diouf, Khadidiatou",17,0.0,63,3.7,5,20,0.25,0,1,0.0,2,2,1.0,12,0.7,5,11,16,0.9,6,1,5,0,4,View Bio
25,"McCarthy, Emma  25 McCarthy, Emma",8,0.0,15,1.9,1,2,0.5,1,2,0.5,2,2,1.0,5,0.6,0,2,2,0.3,1,0,1,0,0,View Bio
20,"Landy, Kendra  20 Landy, Kendra",26,0.0,143,5.5,4,25,0.16,1,1,1.0,5,8,0.625,14,0.5,4,14,18,0.7,8,18,22,5,2,View Bio
03,"Stock, Sarah  03 Stock, Sarah",10,0.0,14,1.4,1,2,0.5,0,1,0.0,0,0,0.0,2,0.2,0,1,1,0.1,0,1,0,0,0,View Bio
05,"Hollenshead, Macey  05 Hollenshead, Macey",7,0.0,18,2.6,0,4,0.0,0,2,0.0,0,2,0.0,0,0.0,1,3,4,0.6,1,1,1,0,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,35,77,112,3.6,0,0,9,0,0,
,Total,31,,6200,200.0,680,1687,0.403,137,421,0.325,316,441,0.717,1813,58.48,280,769,1049,33.8,464,471,417,185,87,
,Opponents,31,,6200,200.0,691,1733,0.399,155,502,0.309,283,420,0.674,1820,58.71,319,783,1102,35.5,463,355,433,192,83,
