#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
10,"Harrison, Michaela  10 Harrison, Michaela",31,30.0,981,31.6,131,394,0.332,61,249,0.245,40,55,0.727,363,11.7,13,67,80,2.6,48,36,60,24,2,View Bio
22,"Tomasetti, Jessica  22 Tomasetti, Jessica",31,31.0,979,31.6,121,295,0.41,27,85,0.318,64,78,0.821,333,10.7,52,117,169,5.5,63,64,74,35,2,View Bio
43,"Villaflor, Natalie  43 Villaflor, Natalie",31,31.0,966,31.2,115,288,0.399,30,103,0.291,54,74,0.73,314,10.1,33,111,144,4.6,62,41,70,41,17,View Bio
04,"Raflo, Jo  04 Raflo, Jo",28,24.0,739,26.4,89,230,0.387,35,108,0.324,26,47,0.553,239,8.5,22,70,92,3.3,56,29,51,21,34,View Bio
13,"Taylor, Aryna  13 Taylor, Aryna",24,7.0,506,21.1,67,161,0.416,39,97,0.402,23,28,0.821,196,8.2,15,46,61,2.5,55,22,48,20,5,View Bio
00,"Hunt, Isabella  00 Hunt, Isabella",31,31.0,881,28.4,62,183,0.339,4,23,0.174,53,80,0.663,181,5.8,70,157,227,7.3,102,94,100,62,13,View Bio
25,"Dunham, Carissa  25 Dunham, Carissa",31,1.0,416,13.4,27,90,0.3,18,64,0.281,3,4,0.75,75,2.4,4,24,28,0.9,32,26,26,11,0,View Bio
15,"Lindsay-Huskey, Jasmine  15 Lindsay-Huskey, Jasmine",24,0.0,391,16.3,11,54,0.204,6,33,0.182,7,8,0.875,35,1.5,9,24,33,1.4,44,19,15,11,2,View Bio
12,"Hoddinott, Giana 12 Hoddinott, Giana",4,0.0,33,8.3,1,5,0.2,0,2,0.0,2,2,1.0,4,1.0,3,1,4,1.0,3,1,4,2,0,View Bio
03,"Matheny, McKenzie  03 Matheny, McKenzie",24,0.0,222,9.3,9,21,0.429,3,8,0.375,3,6,0.5,24,1.0,16,22,38,1.6,40,6,22,10,3,View Bio
33,"Pelaia, Isabella  33 Pelaia, Isabella",6,0.0,25,4.2,1,7,0.143,1,4,0.25,3,3,1.0,6,1.0,0,1,1,0.2,2,0,2,1,0,View Bio
20,"Jamison, Jaedyn  20 Jamison, Jaedyn",15,0.0,104,6.9,4,17,0.235,2,9,0.222,2,5,0.4,12,0.8,1,17,18,1.2,8,5,7,3,6,View Bio
11,"Lee, Jada  11 Lee, Jada",1,0.0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,41,71,112,3.6,0,0,22,0,0,
02,"Ward, Kemia  02 Ward, Kemia",1,0.0,6,6.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,1.0,5,1,1,0,0,View Bio
,Total,31,,6250,201.6,638,1746,0.365,226,785,0.288,280,390,0.718,1782,57.48,279,729,1008,32.5,521,344,502,241,84,
,Opponents,31,,6250,201.6,708,1818,0.389,169,587,0.288,372,516,0.721,1957,63.13,422,864,1286,41.5,425,394,510,218,79,
