#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
21,"Fay, Jen  21 Fay, Jen",29,22.0,799,27.6,130,312,0.417,33,124,0.266,70,96,0.729,363,12.5,72,125,197,6.8,58,78,46,53,6,View Bio
25,"McClure, Aryn  25 McClure, Aryn",33,32.0,1007,30.5,139,350,0.397,2,21,0.095,60,95,0.632,340,10.3,68,116,184,5.6,84,84,76,65,32,View Bio
04,"Strautmane, Paula  04 Strautmane, Paula",33,32.0,872,26.4,126,295,0.427,24,74,0.324,38,51,0.745,314,9.5,82,86,168,5.1,104,66,55,55,58,View Bio
23,"Martin, Brittany  23 Martin, Brittany",33,29.0,798,24.2,85,238,0.357,35,103,0.34,64,92,0.696,269,8.2,8,44,52,1.6,36,43,44,34,2,View Bio
02,"Herd, Taylor  02 Herd, Taylor",33,9.0,746,22.6,90,251,0.359,56,180,0.311,22,32,0.688,258,7.8,20,86,106,3.2,56,35,35,31,2,View Bio
11,"Thornton, Edel  11 Thornton, Edel",33,29.0,916,27.8,75,217,0.346,33,124,0.266,23,46,0.5,206,6.2,11,77,88,2.7,63,91,38,61,1,View Bio
20,"Warfel, Paige  20 Warfel, Paige",33,9.0,690,20.9,54,144,0.375,9,31,0.29,63,78,0.808,180,5.5,83,87,170,5.2,71,30,29,39,9,View Bio
10,"Ward, Jaden  10 Ward, Jaden",24,1.0,208,8.7,26,67,0.388,4,13,0.308,15,24,0.625,71,3.0,22,21,43,1.8,25,3,27,5,3,View Bio
22,"DeWees, Mackenzie  22 DeWees, Mackenzie",33,1.0,341,10.3,28,87,0.322,2,26,0.077,23,39,0.59,81,2.5,28,37,65,2.0,21,20,29,25,0,View Bio
33,"Bacchini, Chiara  33 Bacchini, Chiara",9,1.0,87,9.7,9,27,0.333,2,11,0.182,0,0,0.0,20,2.2,6,4,10,1.1,4,5,5,3,2,View Bio
24,"Free, Amani  24 Free, Amani",23,0.0,123,5.3,16,37,0.432,6,16,0.375,12,25,0.48,50,2.2,12,10,22,1.0,16,2,10,4,1,View Bio
32,"Bradley, Danelle  32 Bradley, Danelle",15,0.0,51,3.4,0,9,0.0,0,6,0.0,1,4,0.25,1,0.1,3,9,12,0.8,1,3,1,0,1,View Bio
TM,Team  TM Team,33,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,64,54,118,3.6,1,0,11,0,0,
,Total,33,,6638,201.2,778,2034,0.382,206,729,0.283,391,582,0.672,2153,65.24,479,756,1235,37.4,540,460,406,375,117,
,Opponents,33,,6651,201.5,592,1643,0.36,166,551,0.301,343,465,0.738,1693,51.3,336,856,1192,36.1,597,330,685,190,73,
