Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,29,,5825,200.9,548,1704,0.322,145,535,0.271,296,432,0.685,1537,53.0,365,674,1039,35.8,506,271,543,269,98
,Opponents,29,,5827,200.9,724,1727,0.419,190,568,0.335,408,574,0.711,2046,70.55,416,831,1247,43.0,399,451,507,277,92
