Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,30,,6025,200.8,737,1888,0.39,210,667,0.315,381,482,0.79,2065,68.83,298,685,983,32.8,554,375,476,254,71
,Opponents,30,,6025,200.8,818,1935,0.423,189,561,0.337,405,568,0.713,2230,74.33,478,862,1340,44.7,503,474,567,239,128
