Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,33,,6650,201.5,892,1929,0.462,292,877,0.333,315,447,0.705,2391,72.45,362,841,1203,36.5,622,567,560,303,84
,Opponents,33,,6650,201.5,634,1755,0.361,162,576,0.281,390,569,0.685,1820,55.15,328,714,1042,31.6,555,339,629,255,70
