#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
21,"Grisdale, Jackie  21 Grisdale, Jackie",8,8.0,277,34.6,40,87,0.46,17,37,0.459,16,19,0.842,113,14.1,7,12,19,2.4,19,9,18,6,1,View Bio
23,"Foley, Anna  23 Foley, Anna",31,31.0,861,27.8,160,370,0.432,7,46,0.152,79,100,0.79,406,13.1,63,157,220,7.1,115,96,87,36,33,View Bio
15,"Martin, Karson  15 Martin, Karson",27,21.0,834,30.9,123,303,0.406,25,95,0.263,44,58,0.759,315,11.7,20,61,81,3.0,47,54,61,31,1,View Bio
24,"Sollenne, Ava  24 Sollenne, Ava",22,18.0,647,29.4,63,158,0.399,48,124,0.387,17,27,0.63,191,8.7,3,33,36,1.6,48,19,40,13,0,View Bio
04,"LaBarge, Grace  04 LaBarge, Grace",31,19.0,718,23.2,77,200,0.385,29,97,0.299,80,103,0.777,263,8.5,38,110,148,4.8,84,28,45,21,15,View Bio
12,"O'Donnell, Ella 12 O'Donnell, Ella",21,17.0,555,26.4,69,145,0.476,1,3,0.333,31,51,0.608,170,8.1,42,80,122,5.8,52,35,71,13,10,View Bio
10,"Kealy, Maria  10 Kealy, Maria",21,15.0,527,25.1,32,85,0.376,5,21,0.238,16,25,0.64,85,4.0,5,45,50,2.4,40,48,46,15,5,View Bio
05,"Girardi, Paige 05 Girardi, Paige",31,23.0,739,23.8,46,138,0.333,7,59,0.119,13,26,0.5,112,3.6,3,58,61,2.0,45,50,49,20,0,View Bio
11,"Bowen, Bri  11 Bowen, Bri",31,3.0,430,13.9,30,67,0.448,6,20,0.3,17,25,0.68,83,2.7,16,62,78,2.5,49,21,25,14,1,View Bio
02,"Thompson, Kassidy  02 Thompson, Kassidy",27,0.0,258,9.6,19,66,0.288,5,25,0.2,7,14,0.5,50,1.9,13,44,57,2.1,23,11,14,3,1,View Bio
32,"Douglas, Reiven  32 Douglas, Reiven",24,0.0,322,13.4,13,55,0.236,4,24,0.167,10,12,0.833,40,1.7,10,32,42,1.8,28,14,16,10,1,View Bio
14,"Casey, Jillian  14 Casey, Jillian",16,0.0,144,9.0,3,21,0.143,3,17,0.176,0,0,0.0,9,0.6,2,11,13,0.8,4,8,5,3,0,View Bio
33,"Tungo, Khadijah  33 Tungo, Khadijah",13,0.0,13,1.0,1,2,0.5,0,0,0.0,0,0,0.0,2,0.2,1,1,2,0.2,1,0,0,1,1,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,47,58,105,3.4,0,0,33,0,0,
,Total,31,,6325,204.0,676,1697,0.398,157,568,0.276,330,460,0.717,1839,59.32,270,764,1034,33.4,555,393,510,186,69,
,Opponents,31,,6325,204.0,727,1835,0.396,194,644,0.301,355,498,0.713,2003,64.61,351,774,1125,36.3,519,440,436,265,67,
