Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
11,Angel Parker,29,29.0,887,30.6,173,445,0.389,50,162,0.309,97,140,0.693,493,17.0,24,94,118,4.1,84,142,129,116,11
05,Aaliyah Parker,29,13.0,672,23.2,132,292,0.452,13,57,0.228,69,100,0.69,346,11.9,77,107,184,6.3,93,49,94,64,8
20,Ally Haar,30,30.0,912,30.4,91,319,0.285,46,178,0.258,52,75,0.693,280,9.3,15,50,65,2.2,41,61,70,33,2
14,Maddy Yelle,26,25.0,681,26.2,77,165,0.467,7,20,0.35,48,65,0.738,209,8.0,47,26,73,2.8,73,44,73,42,0
12,Olivia Mason,29,29.0,659,22.7,82,179,0.458,1,1,1.0,34,70,0.486,199,6.9,76,91,167,5.8,84,26,40,51,5
23,Kyra Grimshaw,30,2.0,487,16.2,64,184,0.348,16,53,0.302,39,56,0.696,183,6.1,48,53,101,3.4,54,6,47,21,0
30,Sydney Faulcon,23,16.0,333,14.5,39,98,0.398,0,0,0.0,21,29,0.724,99,4.3,43,32,75,3.3,30,4,35,6,8
21,Lore Porter,30,5.0,550,18.3,42,145,0.29,29,116,0.25,9,15,0.6,122,4.1,17,44,61,2.0,54,20,30,33,2
02,Brooklyn Jones,30,0.0,457,15.2,26,86,0.302,6,28,0.214,18,30,0.6,76,2.5,14,38,52,1.7,29,30,34,20,1
25,Saige Glover,26,0.0,221,8.5,19,44,0.432,0,0,0.0,12,20,0.6,50,1.9,31,26,57,2.2,34,1,23,8,4
10,Arianna Johnson,9,1.0,40,4.4,5,9,0.556,0,1,0.0,1,1,1.0,11,1.2,2,3,5,0.6,2,1,3,0,0
01,Marianna Freeman,14,0.0,69,4.9,7,21,0.333,2,12,0.167,1,2,0.5,17,1.2,1,2,3,0.2,7,3,3,1,0
03,Lexie Roe,18,0.0,82,4.6,3,23,0.13,3,19,0.158,2,2,1.0,11,0.6,2,6,8,0.4,10,2,3,3,0
