#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
11,"LaPointe, Emily  11 LaPointe, Emily",29,26.0,889,30.7,122,356,0.343,56,180,0.311,62,84,0.738,362,12.5,46,66,112,3.9,46,53,65,33,5,View Bio
22,"Warley, Courtney  22 Warley, Courtney",29,29.0,1013,34.9,140,289,0.484,0,10,0.0,55,88,0.625,335,11.6,71,183,254,8.8,65,53,48,69,25,View Bio
02,"Cajou, Gabby  02 Cajou, Gabby",29,19.0,767,26.4,101,218,0.463,17,49,0.347,35,52,0.673,254,8.8,27,40,67,2.3,63,97,72,42,4,View Bio
12,"Høier, Julie  12 Høier, Julie",29,22.0,836,28.8,92,199,0.462,15,56,0.268,30,47,0.638,229,7.9,52,140,192,6.6,67,59,75,18,13,View Bio
05,"Taitt, Lynette  05 Taitt, Lynette",9,7.0,230,25.6,25,79,0.316,0,5,0.0,6,11,0.545,56,6.2,12,29,41,4.6,22,23,22,21,3,View Bio
13,"Morgan, Lizahya  13 Morgan, Lizahya",29,0.0,392,13.5,51,180,0.283,31,94,0.33,11,15,0.733,144,5.0,7,32,39,1.3,39,29,33,29,0,View Bio
15,"Watkins, Sydney  15 Watkins, Sydney",29,19.0,384,13.2,46,146,0.315,39,122,0.32,3,4,0.75,134,4.6,1,24,25,0.9,28,8,16,5,2,View Bio
25,"Miceus, Pamela  25 Miceus, Pamela",29,14.0,570,19.7,49,147,0.333,0,1,0.0,12,18,0.667,110,3.8,50,68,118,4.1,52,42,34,20,43,View Bio
10,"Mäkelä, Sini  10 Mäkelä, Sini",29,6.0,413,14.2,30,84,0.357,10,40,0.25,13,14,0.929,83,2.9,9,44,53,1.8,24,14,21,10,9,View Bio
24,"Menna, Tuuli  24 Menna, Tuuli",19,3.0,167,8.8,12,31,0.387,1,4,0.25,9,11,0.818,34,1.8,14,26,40,2.1,14,6,6,11,2,View Bio
00,"Pollock, Kania  00 Pollock, Kania",12,0.0,64,5.3,9,34,0.265,1,9,0.111,3,3,1.0,22,1.8,4,6,10,0.8,6,8,9,3,0,View Bio
20,"Pendergrass, Nyala  20 Pendergrass, Nyala",22,0.0,91,4.1,4,16,0.25,0,5,0.0,0,0,0.0,8,0.4,6,9,15,0.7,8,3,2,2,0,View Bio
21,"Katsamouri, Christina  21 Katsamouri, Christina",16,0.0,34,2.1,2,9,0.222,0,4,0.0,0,0,0.0,4,0.3,4,3,7,0.4,4,3,2,1,0,View Bio
TM,Team  TM Team,29,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,62,51,113,3.9,0,0,20,0,0,
,Total,29,,5850,201.7,683,1788,0.382,170,579,0.294,239,347,0.689,1775,61.21,365,721,1086,37.4,438,398,425,264,106,
,Opponents,29,,5850,201.7,641,1643,0.39,190,589,0.323,262,387,0.677,1734,59.79,315,784,1099,37.9,396,403,495,216,81,
