Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
22,Juana Camilion,15,15.0,507,33.8,69,173,0.399,23,85,0.271,30,36,0.833,191,12.7,20,53,73,4.9,43,43,48,52,8
02,Olivia Vezaldenos,15,1.0,374,24.9,47,128,0.367,37,106,0.349,16,19,0.842,147,9.8,16,31,47,3.1,21,7,14,11,1
30,Ketsia Athias,6,5.0,170,28.3,28,48,0.583,0,0,0.0,2,4,0.5,58,9.7,10,28,38,6.3,12,13,9,5,7
01,Jenae Dublin,14,12.0,294,21.0,37,121,0.306,0,9,0.0,11,20,0.55,85,6.1,20,27,47,3.4,30,7,26,10,20
05,Shyan Mwai,15,1.0,339,22.6,28,80,0.35,14,47,0.298,20,27,0.741,90,6.0,5,22,27,1.8,31,11,18,7,1
11,Paulla Weekes,15,11.0,404,26.9,34,90,0.378,3,15,0.2,17,30,0.567,88,5.9,13,56,69,4.6,39,30,46,16,2
13,Lucia Becerra Perez,14,13.0,269,19.2,14,34,0.412,3,10,0.3,4,12,0.333,35,2.5,5,18,23,1.6,21,31,35,11,2
04,De'jah Williams,6,0.0,44,7.3,7,16,0.438,0,0,0.0,1,2,0.5,15,2.5,3,8,11,1.8,4,1,6,1,0
10,Thoranna Hodge-Carr,14,8.0,148,10.6,11,22,0.5,1,2,0.5,11,18,0.611,34,2.4,11,20,31,2.2,18,6,15,5,2
23,Anouschka Meijer,15,6.0,266,17.7,14,43,0.326,2,18,0.111,5,6,0.833,35,2.3,11,20,31,2.1,17,26,30,8,2
00,Claudia Gomez,2,0.0,10,5.0,2,3,0.667,0,0,0.0,0,0,0.0,4,2.0,1,2,3,1.5,1,0,2,0,0
33,Hannah King,13,2.0,94,7.2,10,20,0.5,2,8,0.25,0,3,0.0,22,1.7,2,9,11,0.8,17,1,9,2,0
15,Sydney Avoletta,8,0.0,38,4.8,5,11,0.455,0,0,0.0,0,0,0.0,10,1.3,2,3,5,0.6,5,1,3,1,4
00,Claudia Gomez,4,0.0,23,5.8,1,3,0.333,0,0,0.0,2,2,1.0,4,1.0,0,3,3,0.8,2,4,4,2,1
35,Jessica Rogers,5,0.0,5,1.0,1,4,0.25,0,3,0.0,0,0,0.0,2,0.4,0,0,0,0.0,2,0,2,0,0
13,Lucia Becerra Perez,1,1.0,15,15.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,1.0,0,2,4,1,0
