#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
03,"Bresee, Kendall  03 Bresee, Kendall",24,24.0,779,32.5,102,274,0.372,28,87,0.322,97,125,0.776,329,13.7,41,162,203,8.5,55,100,82,50,11,View Bio
25,"Addison, Taylor  25 Addison, Taylor",3,1.0,75,25.0,18,27,0.667,1,2,0.5,3,4,0.75,40,13.3,8,9,17,5.7,2,5,6,1,0,View Bio
10,"Harrison, Michaela  10 Harrison, Michaela",23,23.0,675,29.3,97,255,0.38,50,155,0.323,41,49,0.837,285,12.4,11,37,48,2.1,37,41,53,35,11,View Bio
13,"Taylor, Aryna  13 Taylor, Aryna",24,21.0,685,28.5,99,233,0.425,50,137,0.365,33,37,0.892,281,11.7,16,54,70,2.9,49,29,45,22,7,View Bio
34,"Lee, Rebecca  34 Lee, Rebecca",24,24.0,492,20.5,96,196,0.49,0,0,0.0,40,53,0.755,232,9.7,68,104,172,7.2,59,22,54,13,39,View Bio
11,"Birkhead, Bridget  11 Birkhead, Bridget",24,1.0,519,21.6,58,155,0.374,39,106,0.368,17,19,0.895,172,7.2,9,43,52,2.2,55,25,21,16,6,View Bio
04,"Settle, Jatarrikah  04 Settle, Jatarrikah",2,2.0,59,29.5,6,16,0.375,0,2,0.0,2,2,1.0,14,7.0,2,3,5,2.5,7,4,2,3,0,View Bio
21,"Agentowicz, Kayla  21 Agentowicz, Kayla",24,24.0,659,27.5,59,129,0.457,18,49,0.367,12,17,0.706,148,6.2,17,69,86,3.6,50,46,33,35,7,View Bio
14,"Tomasetti, Jessica  14 Tomasetti, Jessica",24,0.0,385,16.0,36,75,0.48,11,26,0.423,9,11,0.818,92,3.8,14,36,50,2.1,25,22,16,20,1,View Bio
00,"Hunt, Isabella  00 Hunt, Isabella",23,0.0,283,12.3,36,68,0.529,0,0,0.0,12,16,0.75,84,3.7,41,42,83,3.6,45,22,22,11,6,View Bio
15,"Lee, Jada  15 Lee, Jada",19,0.0,172,9.1,10,33,0.303,1,11,0.091,12,17,0.706,33,1.7,10,14,24,1.3,20,11,13,9,1,View Bio
33,"Pelaia, Isabella  33 Pelaia, Isabella",14,0.0,48,3.4,3,16,0.188,1,8,0.125,3,4,0.75,10,0.7,3,3,6,0.4,4,0,2,3,0,View Bio
TM,Team  TM Team,24,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,54,51,105,4.4,0,0,14,0,0,
,Total,24,,4831,201.3,620,1477,0.42,199,583,0.341,281,354,0.794,1720,71.67,294,627,921,38.4,408,327,363,218,89,
,Opponents,24,,4850,202.1,532,1374,0.387,118,383,0.308,298,401,0.743,1480,61.67,256,596,852,35.5,366,304,403,163,94,
