Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
35,Kayla Grimme,31,30.0,951,30.7,179,420,0.426,26,101,0.257,76,92,0.826,460,14.8,110,153,263,8.5,77,36,71,25,56
15,Amani Tatum,31,31.0,1041,33.6,133,334,0.398,71,180,0.394,62,92,0.674,399,12.9,26,99,125,4.0,75,137,96,83,2
02,Gabby Cajou,31,1.0,915,29.5,100,210,0.476,16,54,0.296,34,48,0.708,250,8.1,19,52,71,2.3,71,110,72,66,4
30,Mikki Guiton,30,11.0,478,15.9,62,150,0.413,1,10,0.1,19,28,0.679,144,4.8,26,43,69,2.3,58,8,28,10,3
14,Taylor Williams,30,23.0,664,22.1,42,145,0.29,26,97,0.268,10,16,0.625,120,4.0,20,69,89,3.0,22,29,30,20,0
23,Alex Smith,27,0.0,182,6.7,46,87,0.529,0,0,0.0,15,33,0.455,107,4.0,22,25,47,1.7,42,2,26,6,8
22,Courtney Warley,31,21.0,692,22.3,42,98,0.429,0,1,0.0,37,53,0.698,121,3.9,54,89,143,4.6,71,23,43,21,29
13,Lizahya Morgan,23,12.0,301,13.1,27,87,0.31,9,37,0.243,5,9,0.556,68,3.0,8,21,29,1.3,26,34,41,14,0
5,Lynette Taitt,24,14.0,276,11.5,21,58,0.362,5,12,0.417,0,2,0.0,47,2.0,13,26,39,1.6,39,16,26,16,2
10,Sini Mäkelä,31,11.0,364,11.7,19,86,0.221,17,77,0.221,2,2,1.0,57,1.8,0,38,38,1.2,22,15,14,7,2
32,Nyasha Irizarry,8,1.0,90,11.3,3,19,0.158,3,16,0.188,1,2,0.5,10,1.3,0,8,8,1.0,5,1,3,2,1
3,KellyAnne O'Reilly,24,0.0,138,5.8,7,24,0.292,6,21,0.286,0,0,0.0,20,0.8,1,12,13,0.5,9,7,6,3,1
12,Julie Høier,21,0.0,125,6.0,3,18,0.167,1,10,0.1,2,4,0.5,9,0.4,7,13,20,1.0,10,2,11,2,4
25,Pamela Miceus,5,0.0,4,0.8,1,1,1.0,0,0,0.0,0,0,0.0,2,0.4,0,2,2,0.4,0,0,1,0,1
20,Nyala Pendergrass,17,0.0,48,2.8,2,9,0.222,0,0,0.0,0,0,0.0,4,0.2,2,5,7,0.4,3,0,6,0,0
04,Emma Bedeker,6,0.0,6,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,1,0,1,0,0
