#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
24,"Brewer, Jacqueline  24 Brewer, Jacqueline",28,28.0,998,35.6,139,339,0.41,65,161,0.404,46,65,0.708,389,13.9,22,96,118,4.2,34,33,47,29,7,View Bio
42,"Carney, Jenn  42 Carney, Jenn",28,28.0,821,29.3,84,211,0.398,48,118,0.407,104,116,0.897,320,11.4,10,61,71,2.5,85,53,68,22,7,View Bio
44,"Arthur-Williams, Sarafina  44 Arthur-Williams, Sarafina",30,28.0,851,28.4,99,215,0.46,0,1,0.0,33,54,0.611,231,7.7,72,133,205,6.8,77,28,48,39,19,View Bio
25,"Harris, Jessica  25 Harris, Jessica",27,24.0,699,25.9,68,193,0.352,23,60,0.383,25,39,0.641,184,6.8,34,71,105,3.9,72,21,67,38,4,View Bio
21,"Chickey, Jody  21 Chickey, Jody",30,30.0,884,29.5,64,191,0.335,7,38,0.184,50,65,0.769,185,6.2,26,54,80,2.7,80,90,133,27,6,View Bio
03,"Belanger-Finn, Kathleen  03 Belanger-Finn, Kathleen",30,1.0,508,16.9,37,121,0.306,14,48,0.292,52,72,0.722,140,4.7,11,34,45,1.5,38,42,72,15,2,View Bio
11,"Dickson, Katrice  11 Dickson, Katrice",23,0.0,204,8.9,23,59,0.39,6,15,0.4,12,16,0.75,64,2.8,6,17,23,1.0,15,8,24,7,1,View Bio
45,"Eisenhard, Kaitlyn  45 Eisenhard, Kaitlyn",2,2.0,28,14.0,2,7,0.286,0,0,0.0,1,2,0.5,5,2.5,6,8,14,7.0,5,1,4,1,2,View Bio
05,"Leftwich, Jayla  05 Leftwich, Jayla",25,0.0,202,8.1,23,55,0.418,0,0,0.0,6,14,0.429,52,2.1,14,31,45,1.8,33,3,14,1,6,View Bio
12,"Bates, Kayla  12 Bates, Kayla",30,9.0,544,18.1,19,66,0.288,8,35,0.229,13,20,0.65,59,2.0,13,49,62,2.1,39,31,44,8,2,View Bio
13,"Koutris, Stacey  13 Koutris, Stacey",26,0.0,173,6.7,18,44,0.409,3,18,0.167,6,8,0.75,45,1.7,17,29,46,1.8,14,6,10,8,1,View Bio
32,"Hummell, Caroline  32 Hummell, Caroline",22,0.0,145,6.6,12,27,0.444,0,0,0.0,11,15,0.733,35,1.6,6,7,13,0.6,22,3,4,6,5,View Bio
22,"Buzaid, Jackie  22 Buzaid, Jackie",10,0.0,18,1.8,2,4,0.5,1,3,0.333,1,2,0.5,6,0.6,0,0,0,0.0,1,1,0,1,0,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,46,84,130,4.3,0,0,22,0,0,
,Total,30,,6075,202.5,590,1532,0.385,175,497,0.352,360,488,0.738,1715,57.17,283,674,957,31.9,515,320,557,202,62,
,Opponents,30,,6081,202.7,717,1697,0.423,174,511,0.341,381,520,0.733,1989,66.3,387,718,1105,36.8,544,421,482,262,95,
