Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,31,,6275,202.4,679,1649,0.412,125,424,0.295,321,471,0.682,1804,58.19,293,776,1069,34.5,497,460,436,169,70
,Opponents,31,,6275,202.4,625,1679,0.372,172,632,0.272,360,492,0.732,1782,57.48,325,751,1076,34.7,529,331,428,209,84
