Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,32,,6399,200.0,724,1837,0.394,204,661,0.309,336,469,0.716,1988,62.13,336,786,1122,35.1,629,420,492,265,121
,Opponents,32,,6400,200.0,691,1737,0.398,180,551,0.327,427,647,0.66,1989,62.16,345,811,1156,36.1,556,353,517,217,77
