#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
20,"Lewis, Alexis  20 Lewis, Alexis",30,8.0,943,31.4,169,436,0.388,61,204,0.299,25,36,0.694,424,14.1,83,168,251,8.4,74,41,51,59,10,View Bio
01,"Abiola, Toyosi  01 Abiola, Toyosi",30,30.0,1037,34.6,120,369,0.325,45,157,0.287,59,82,0.72,344,11.5,19,61,80,2.7,65,43,77,29,0,View Bio
22,"Clay, Treyanna  22 Clay, Treyanna",28,28.0,966,34.5,102,263,0.388,10,43,0.233,66,99,0.667,280,10.0,66,67,133,4.8,86,71,113,25,12,View Bio
10,"Eggleston, Jayden  10 Eggleston, Jayden",28,23.0,730,26.1,66,150,0.44,4,14,0.286,20,32,0.625,156,5.6,48,96,144,5.1,63,44,48,28,5,View Bio
33,"Lesko, Tori  33 Lesko, Tori",6,5.0,155,25.8,11,26,0.423,0,3,0.0,9,15,0.6,31,5.2,8,8,16,2.7,14,10,15,4,1,View Bio
23,"Motz, Amelia  23 Motz, Amelia",30,4.0,591,19.7,46,122,0.377,1,8,0.125,24,37,0.649,117,3.9,28,49,77,2.6,70,49,65,19,3,View Bio
54,"Justice, Rebekah  54 Justice, Rebekah",27,21.0,426,15.8,38,99,0.384,3,21,0.143,6,6,1.0,85,3.1,5,53,58,2.1,44,7,31,9,28,View Bio
03,"Mahoney, Kristin  03 Mahoney, Kristin",25,12.0,571,22.8,26,56,0.464,1,6,0.167,9,10,0.9,62,2.5,7,41,48,1.9,29,50,49,18,1,View Bio
34,"Okey-Williams, Tilasha  34 Okey-Williams, Tilasha",19,1.0,233,12.3,16,64,0.25,12,55,0.218,2,3,0.667,46,2.4,3,20,23,1.2,18,15,22,5,3,View Bio
02,"DiGioia, Adrienne  02 DiGioia, Adrienne",26,18.0,303,11.7,6,31,0.194,1,10,0.1,9,14,0.643,22,0.8,6,16,22,0.8,31,15,35,9,0,View Bio
04,"Martin, Ashley  04 Martin, Ashley",10,0.0,45,4.5,1,5,0.2,0,0,0.0,2,4,0.5,4,0.4,2,6,8,0.8,5,2,9,2,0,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,52,62,114,3.8,0,0,23,0,0,
,Total,30,,6000,200.0,601,1621,0.371,138,521,0.265,231,338,0.683,1571,52.37,327,647,974,32.5,499,347,538,207,63,
,Opponents,30,,6001,200.0,719,1643,0.438,167,511,0.327,378,509,0.743,1983,66.1,337,731,1068,35.6,409,441,447,271,79,
