Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,33,,6599,200.0,714,1770,0.403,212,645,0.329,451,595,0.758,2091,63.36,255,916,1171,35.5,413,448,391,182,183
,Opponents,33,,6601,200.0,739,2075,0.356,193,600,0.322,287,413,0.695,1958,59.33,483,884,1367,41.4,554,427,400,208,78
