#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
24,"Lawless, Juliette  24 Lawless, Juliette",30,30.0,881,29.4,157,323,0.486,35,93,0.376,136,191,0.712,485,16.2,46,89,135,4.5,101,94,123,46,12,View Bio
10,"Harrison, Michaela  10 Harrison, Michaela",31,24.0,967,31.2,135,371,0.364,84,247,0.34,58,68,0.853,412,13.3,30,80,110,3.5,65,73,74,45,7,View Bio
04,"Settle, Jatarrikah  04 Settle, Jatarrikah",31,23.0,983,31.7,95,310,0.306,19,71,0.268,71,112,0.634,280,9.0,54,137,191,6.2,84,86,103,54,1,View Bio
01,"Sullivan, Daly  01 Sullivan, Daly",31,20.0,881,28.4,88,258,0.341,64,198,0.323,15,18,0.833,255,8.2,7,31,38,1.2,63,60,45,25,0,View Bio
34,"Lee, Rebecca  34 Lee, Rebecca",31,28.0,661,21.3,104,204,0.51,0,0,0.0,44,80,0.55,252,8.1,102,124,226,7.3,85,13,58,14,31,View Bio
11,"Birkhead, Bridget  11 Birkhead, Bridget",31,20.0,749,24.2,67,199,0.337,52,159,0.327,11,14,0.786,197,6.4,15,79,94,3.0,77,25,35,23,2,View Bio
00,"Wooden, Alexis  00 Wooden, Alexis",30,8.0,552,18.4,41,90,0.456,0,0,0.0,41,55,0.745,123,4.1,41,68,109,3.6,64,22,31,15,9,View Bio
25,"Addison, Taylor  25 Addison, Taylor",31,2.0,316,10.2,21,50,0.42,0,0,0.0,2,9,0.222,44,1.4,26,49,75,2.4,43,15,24,20,3,View Bio
22,"Connors, Delaney  22 Connors, Delaney",28,0.0,193,6.9,5,29,0.172,4,27,0.148,0,0,0.0,14,0.5,10,14,24,0.9,23,7,13,8,1,View Bio
33,"Scheuvront, Katrina  33 Scheuvront, Katrina",6,0.0,17,2.8,1,3,0.333,0,0,0.0,0,0,0.0,2,0.3,1,4,5,0.8,2,1,1,1,1,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,76,64,140,4.5,0,0,23,0,0,
,Total,31,,6200,200.0,714,1837,0.389,258,795,0.325,378,547,0.691,2064,66.58,408,739,1147,37.0,607,396,530,251,67,
,Opponents,31,,6201,200.0,735,1801,0.408,191,574,0.333,457,626,0.73,2118,68.32,382,775,1157,37.3,532,434,509,269,122,
