Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
30,Marissa Hamilton,25,23.0,709,28.4,128,330,0.388,30,103,0.291,55,74,0.743,341,13.6,29,110,139,5.6,60,19,65,27,15
05,Kaylee Thomas ,26,21.0,758,29.2,93,257,0.362,43,129,0.333,70,84,0.833,299,11.5,34,55,89,3.4,26,47,56,28,5
01,Jayme DeCesare,31,31.0,1052,33.9,112,313,0.358,55,180,0.306,48,63,0.762,327,10.5,32,99,131,4.2,62,105,58,48,5
14,Amaya Staton,31,27.0,701,22.6,114,278,0.41,2,17,0.118,36,58,0.621,266,8.6,66,115,181,5.8,96,28,52,19,37
02,Diamond Christian ,24,22.0,666,27.8,57,161,0.354,33,92,0.359,27,42,0.643,174,7.3,42,65,107,4.5,49,60,48,28,3
04,Mackenzie Bray,23,11.0,441,19.2,48,115,0.417,18,54,0.333,18,23,0.783,132,5.7,10,27,37,1.6,27,13,22,9,1
03,Ava Owens,27,11.0,526,19.5,46,90,0.511,0,1,0.0,29,45,0.644,121,4.5,29,40,69,2.6,72,20,70,23,9
12,Alana Fursman,25,4.0,414,16.6,35,95,0.368,12,48,0.25,12,21,0.571,94,3.8,18,38,56,2.2,30,12,34,12,5
22,Lydia Melaschenko,24,0.0,294,12.3,22,58,0.379,4,18,0.222,16,23,0.696,64,2.7,23,12,35,1.5,27,25,28,8,1
11,Jada Powell,28,0.0,315,11.3,22,60,0.367,0,1,0.0,13,32,0.406,57,2.0,39,68,107,3.8,44,9,28,8,8
24,Molly Manion,19,5.0,256,13.5,11,35,0.314,0,12,0.0,0,0,0.0,22,1.2,7,15,22,1.2,9,10,14,4,5
15,Antoniette Okoh,6,0.0,24,4.0,2,11,0.182,0,1,0.0,0,0,0.0,4,0.7,4,1,5,0.8,3,0,2,0,0
00,Sidni Wise-Wright,7,0.0,44,6.3,2,12,0.167,0,1,0.0,0,0,0.0,4,0.6,3,11,14,2.0,4,2,4,2,1
