Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
32,Monica Roeder,30,29.0,1010,33.7,138,361,0.382,62,170,0.365,26,40,0.65,364,12.1,16,120,136,4.5,62,56,59,52,11
35,Kayla Grimme,8,8.0,216,27.0,30,69,0.435,0,0,0.0,19,25,0.76,79,9.9,29,28,57,7.1,23,6,21,3,7
03,Allison Skrec,30,30.0,1026,34.2,105,261,0.402,27,85,0.318,53,70,0.757,290,9.7,10,69,79,2.6,50,187,117,45,0
34,Shayna Ericksen,30,26.0,865,28.8,114,223,0.511,0,0,0.0,51,80,0.638,279,9.3,69,105,174,5.8,90,20,43,47,6
12,Ashley Stec,28,19.0,727,26.0,83,176,0.472,6,25,0.24,59,69,0.855,231,8.3,38,74,112,4.0,71,39,69,36,11
22,Nicole Isaacs,30,17.0,783,26.1,73,224,0.326,61,198,0.308,21,24,0.875,228,7.6,14,21,35,1.2,60,42,32,33,8
25,Blake Underhill,28,14.0,456,16.3,44,102,0.431,1,6,0.167,40,64,0.625,129,4.6,21,33,54,1.9,43,36,33,30,3
21,Katie Reese,28,2.0,228,8.1,15,48,0.313,8,24,0.333,18,19,0.947,56,2.0,4,17,21,0.8,13,22,32,6,1
31,Maeve Parahus,30,0.0,276,9.2,19,72,0.264,9,43,0.209,5,8,0.625,52,1.7,5,22,27,0.9,20,7,10,4,2
23,Nicole Anderson,28,4.0,209,7.5,11,30,0.367,2,8,0.25,18,30,0.6,42,1.5,6,26,32,1.1,26,8,22,11,1
15,Kylla Champagne,28,1.0,212,7.6,17,35,0.486,0,0,0.0,3,12,0.25,37,1.3,15,24,39,1.4,39,2,20,7,7
20,Alex Cohen,10,0.0,17,1.7,1,4,0.25,1,1,1.0,0,0,0.0,3,0.3,1,0,1,0.1,4,0,0,1,0
