#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
20,"Lewis, Alexis  20 Lewis, Alexis",31,31.0,1079,34.8,178,442,0.403,75,199,0.377,63,86,0.733,494,15.9,100,158,258,8.3,74,42,59,57,10,View Bio
01,"Lizarazu, Marina  01 Lizarazu, Marina",30,27.0,1068,35.6,160,388,0.412,31,97,0.32,95,123,0.772,446,14.9,17,72,89,3.0,66,124,105,74,4,View Bio
10,"DuPree, Karynda  10 DuPree, Karynda",31,29.0,982,31.7,130,293,0.444,0,1,0.0,67,95,0.705,327,10.5,58,177,235,7.6,97,35,91,21,54,View Bio
22,"Clay, Treyanna  22 Clay, Treyanna",31,31.0,966,31.2,61,165,0.37,8,27,0.296,61,86,0.709,191,6.2,63,100,163,5.3,89,41,76,32,2,View Bio
11,"Atkins-Gilmore, Philecia  11 Atkins-Gilmore, Philecia",26,8.0,482,18.5,51,169,0.302,35,120,0.292,19,27,0.704,156,6.0,13,80,93,3.6,43,31,38,32,3,View Bio
33,"Lesko, Tori  33 Lesko, Tori",31,18.0,802,25.9,49,111,0.441,0,2,0.0,21,57,0.368,119,3.8,49,72,121,3.9,73,68,65,26,4,View Bio
23,"Motz, Amelia  23 Motz, Amelia",25,6.0,377,15.1,19,70,0.271,2,13,0.154,11,12,0.917,51,2.0,21,32,53,2.1,39,20,18,3,0,View Bio
34,"Okey-Williams, Tilasha  34 Okey-Williams, Tilasha",21,1.0,156,7.4,12,59,0.203,7,42,0.167,0,0,0.0,31,1.5,5,11,16,0.8,20,3,7,0,2,View Bio
55,"Ahvenainen, Iida  55 Ahvenainen, Iida",7,0.0,38,5.4,2,9,0.222,1,5,0.2,0,0,0.0,5,0.7,1,2,3,0.4,4,1,3,0,1,View Bio
03,"Mahoney, Kristin  03 Mahoney, Kristin",24,2.0,207,8.6,5,31,0.161,3,16,0.188,1,2,0.5,14,0.6,4,10,14,0.6,12,16,17,0,0,View Bio
04,"Martin, Ashley  04 Martin, Ashley",10,2.0,43,4.3,0,5,0.0,0,0,0.0,2,2,1.0,2,0.2,1,2,3,0.3,1,3,7,1,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,54,69,123,4.0,0,0,16,0,0,
,Total,31,,6200,200.0,667,1742,0.383,162,522,0.31,340,490,0.694,1836,59.23,386,785,1171,37.8,518,384,502,246,80,
,Opponents,31,,6199,200.0,656,1673,0.392,151,520,0.29,322,483,0.667,1785,57.58,297,743,1040,33.5,560,382,499,246,83,
